genre,enteredCharts,twitterFollowers,artistSongs,labelSongs,daysAfterRelease
House,0,1224,16,17,6
House,0,842,58,79,16
House,0,6918,183,1105,6
Trance,1,869,132,14,65
House,0,27,89,17,19
House,0,17179,516,66,2
Progressive House,0,4655,70,1319,2
Progressive House,0,506,7,51,24
Trance,0,183,9,1249,9
Deep House,0,1972,21,1,6
House,0,50,160,3241,2
Techno,0,510,303,99,16
Electro House,0,233,6,781,16
Progressive House,0,17,6,107,16
Techno,0,4811,379,317,23
Progressive House,0,27,80,90,9
Progressive House,0,1859,608,904,2
House,0,182,70,627,19
Techno,0,62,28,86,20
Electro House,0,257,499,1680,20
Trance,0,26454,221,3694,9
Techno,1,21988,62,243,19
House,0,21480,11,66,6
Trance,0,1265333,1381,9110,20
Techno,0,307,108,627,2
Trance,0,1373,151,950,19
Trance,0,63,223,1108,37
House,0,46,152,236,23
Electro House,0,6528,155,1319,2
Progressive House,0,37,29,6,9
Techno,0,380,44,564,13
Trance,0,1733,13,1680,13
House,0,17285,132,7,31
House,0,1044,2,1,12
Trance,0,196,138,255,16
Trance,0,732,92,351,37
House,1,142,89,14,2
Trance,1,2488,229,8,37
Techno,0,558,188,89,2
Trance,0,9857,343,1108,9
House,0,37154,28,480,30
Progressive House,1,1079,133,768,51
Deep House,0,17,60,64,13
Trance,1,2396,31,55,9
Trance,0,414,55,219,16
Trance,0,62638,472,352,25
Deep House,0,1331,69,117,34
Trance,0,1063,11,219,16
Progressive House,0,3,113,220,18
Electro House,0,100,35,4689,27
Techno,0,36,15,14,9
House,0,175,238,58,6
Trance,0,701,75,129,9
Electro House,0,44301,28,1680,13
Deep House,0,17,17,305,11
Progressive House,0,2193,17,992,1
Trance,0,33932,233,80,30
House,0,90281,8,638,9
Techno,0,644,152,91,2
Progressive House,0,3,160,240,17
Techno,0,2,47,4,16
Progressive House,1,1218,127,71,9
Deep House,0,99,10,76,2
House,0,487,39,338,25
Progressive House,0,55,15,149,9
Techno,0,24,24,83,9
Progressive House,0,567,8,26,9
House,0,19279,152,1676,8
Trance,0,92,139,1680,13
Deep House,0,1362,97,121,16
House,0,7830,4,1413,3
Progressive House,0,108,10,435,6
Techno,0,82,115,79,19
Techno,0,334,23,104,9
Electro House,0,25151,33,16231,6
House,0,3732,15,17,6
House,0,13,137,2112,9
House,0,42742,32,26,9
Trance,1,1713,42,342,37
Techno,0,14,33,62,16
Electro House,0,1659,33,3694,13
Progressive House,0,118,857,58,6
Deep House,0,1056,16,19,2
Trance,0,664,185,179,9
Techno,0,2,47,4,16
House,0,30203,1926,16231,12
Progressive House,0,1964,333,219,30
Techno,0,1212,31,31,23
Trance,0,4666,42,364,16
Techno,0,1217,94,21,9
Deep House,0,272,54,304,2
House,0,98,272,179,20
Techno,0,3418,40,85,37
Deep House,0,235,1161,265,10
Techno,0,775,132,3,24
Techno,1,37017,263,267,9
Trance,0,18203,397,3068,30
Techno,0,103,15,13,13
House,0,362,42,4,16
Techno,0,1362,97,706,16
House,0,20,73,17,6
Techno,0,450,15,23,2
Trance,0,25366,26,68,37
House,0,154,221,180,6
Deep House,0,407,85,1032,5
Techno,0,369,80,21,13
Techno,0,4728,28,36,24
Electro House,0,15034,29,319,2
Trance,0,609,227,351,16
Electro House,0,188,124,747,6
Deep House,0,6,3,148,16
Trance,0,14,293,50,14
House,0,372,17,151,16
Trance,0,2093,69,156,10
Techno,0,79,331,845,16
House,0,1,76,156,2
Dubstep,0,174,32,35,30
Electro House,0,3,160,187,13
House,0,894,102,16231,5
Techno,0,34,7,10,16
Electro House,0,20136,502,747,2
Deep House,1,3333,25,1676,37
House,0,180,54,293,12
Techno,0,121,42,331,16
Progressive House,0,1058,61,1680,20
Deep House,0,3282,6,44,24
Progressive House,1,1375,20,2572,9
House,0,3529,10,4689,31
Trance,0,100383,9,3827,20
Trance,0,22932,313,351,2
Deep House,0,2403,167,996,5
Techno,0,312,154,100,2
Electro House,0,12685,1,1,37
House,0,91852,328,120,18
Techno,0,2,108,19,10
Progressive House,1,14429,295,136,44
Techno,0,21,19,51,23
Deep House,0,51,47,303,9
House,0,118,857,1670,6
House,0,3,4,10,9
House,1,369,201,560,58
Progressive House,0,238,133,904,16
Trance,0,1835,43,1108,9
Techno,1,718,218,43,54
House,0,113808,111,49,3
House,0,247,16,17,6
Deep House,0,868,60,35,19
Progressive House,0,202,17,122,9
House,0,167,74,179,5
Techno,0,11,55,47,0
House,0,275,16,59,17
Deep House,0,104,62,78,15
Techno,0,775,132,114,30
House,0,50,160,3241,10
Progressive House,1,303,52,11,58
Progressive House,0,1196,64,525,20
Trance,0,58,290,219,23
Techno,0,1174,173,303,12
Progressive House,0,1813,143,743,26
Trance,1,63692,502,3694,37
Electro House,0,7077,71,392,6
Trance,0,11384,107,3694,9
House,0,589,362,30,2
Deep House,0,106,210,36,23
Deep House,0,18,63,525,11
Deep House,0,296,49,6,26
House,0,13,137,16231,0
Electro House,0,1545,341,1071,3
Techno,0,1568,48,91,13
Techno,0,13925,310,1093,16
House,0,14380,74,16231,6
Progressive House,1,8370,89,3241,53
Deep House,0,1,61,1383,13
House,0,536,16,43,19
Progressive House,0,2762,34,14,23
House,0,481,1,69,30
Trance,0,537,34,1017,9
Deep House,0,297,97,8,9
Progressive House,0,1697,171,216,30
Deep House,0,19,258,9,2
Progressive House,0,5764,185,1416,6
Progressive House,0,20,106,1214,6
Progressive House,0,28,47,747,2
Trance,1,1321,82,21,16
Progressive House,0,99,95,70,2
Progressive House,0,38643,261,300,20
Progressive House,0,1,93,5,16
Trance,0,43320,495,3694,9
Deep House,0,29,14,719,20
Trance,0,1873,5,1,37
Electro House,0,199143,480,5809,28
Techno,0,1362,97,377,9
Deep House,0,19838,780,89,9
Trance,1,3439,160,46,37
Techno,0,52215,643,638,16
Trance,1,7330,204,7,34
Deep House,0,975,30,4058,18
Deep House,0,296,73,20,16
Trance,0,10882,222,52,23
Trance,0,806,138,3694,23
House,0,133656,863,1107,7
Electro House,0,1266,108,3694,13
Deep House,0,192,3,305,5
Trance,0,8118,215,352,17
Progressive House,0,15439,40,392,6
Electro House,0,1580,22,739,13
Deep House,1,2035,79,89,44
Electro House,0,635,10,3241,10
Deep House,0,16479,14,310,16
Electro House,0,1339,37,26,27
Electro House,0,35799,107,428,9
Deep House,0,1512,86,151,0
House,0,10,15,93,2
Progressive House,0,206,124,5,30
House,0,218,93,3282,12
House,0,141,89,179,5
Progressive House,0,18598,53,16231,18
House,0,406,196,4,23
Electro House,0,3296,258,1680,13
Deep House,0,314,55,5,23
Techno,0,92,91,66,9
Deep House,0,159672,135,525,34
Deep House,0,784,59,151,16
Trance,0,368,9,430,16
House,1,5446,1,279,62
Techno,0,39,66,317,11
Progressive House,0,153,19,25,16
Techno,0,16,32,56,16
House,0,1008,15,1214,20
Techno,0,862,163,265,2
Progressive House,0,1859,608,904,2
Electro House,0,370,56,250,6
House,0,50,160,98,30
Trance,0,632,261,3694,9
Techno,0,65,99,23,24
Techno,0,172,25,627,2
House,0,2949,81,74,16
Deep House,0,154,221,180,16
Trance,1,4621,38,45,23
Deep House,0,39468,98,719,6
House,0,316,79,34,20
House,0,7358,269,5809,12
House,0,426,6,2,13
Electro House,0,134390,422,120,34
House,0,1170,4,571,6
Techno,0,1744,101,439,27
Dubstep,0,65,23,7,3
Deep House,0,3,3,4,11
Deep House,0,48,4,20,13
House,0,9,42,97,17
Trance,1,409,79,638,9
Deep House,1,3,41,1093,9
Techno,0,2056,155,69,9
Deep House,0,36,45,44,13
Progressive House,1,101317,916,1249,2
House,0,354,46,3241,10
Techno,0,954,7,435,5
Trance,0,1370,193,9110,20
House,0,10649,138,1848,13
Trance,1,11908,173,303,2
Trance,0,870,129,375,18
Progressive House,0,4048,12,101,9
Deep House,0,9717,86,2206,13
Deep House,0,7,4,1,23
House,0,635,158,4,23
Dubstep,1,2888,6,16,51
House,0,2671,13,392,20
Deep House,0,17135,90,208,13
Techno,0,765,1042,8,30
Progressive House,0,73,75,120,18
Techno,0,3,109,27,16
Deep House,0,8,50,739,6
Deep House,0,3,1,237,16
Techno,0,1094,676,1093,23
Dubstep,0,409,35,24,16
Trance,0,1430,55,219,23
Deep House,0,699,19,50,3
Progressive House,0,357,124,904,2
Techno,0,775,132,114,30
Deep House,0,244,3,20,23
Trance,1,25152,104,7,48
House,1,51,160,3241,35
Progressive House,1,791,16,5,44
Techno,0,28300,239,996,19
Progressive House,0,51,4,435,17
House,0,426,567,147,9
Techno,0,1169,27,10,30
Progressive House,0,17538,216,12,30
Techno,0,895,37,706,16
Techno,0,49,4,1867,6
House,0,15629,337,5809,20
Techno,0,1280,146,339,0
Electro House,0,117,1,305,0
Techno,0,155,14,7,9
House,0,2416,88,2112,26
Trance,0,3818,115,216,9
Techno,0,80629,201,564,13
Progressive House,0,622,48,91,17
Deep House,0,417,133,116,3
House,1,1016,455,25,2
Dubstep,0,49575,266,67,26
House,0,276,143,1786,6
House,0,154,221,180,16
House,0,972,18,224,18
House,0,908,117,179,17
House,0,918,2133,2112,5
House,0,1084,1,51,24
House,0,3052,111,739,6
Electro House,0,309,17,70,25
Trance,0,995,105,52,30
House,0,201,59,120,20
Techno,0,508,38,317,11
House,0,370,56,3282,14
Techno,0,230,7,83,16
Techno,0,102,28,20,12
Deep House,0,144,6,21,19
House,0,3553,98,1032,13
Techno,0,15,14,339,0
Techno,0,629,19,66,16
Progressive House,0,1,93,904,2
Trance,0,1265333,1381,9110,20
House,0,57,51,286,18
House,0,321,34,109,9
Techno,0,390,108,4,20
House,0,63,6,23,18
Trance,1,211,85,781,37
Techno,0,1006,49,54,26
Deep House,0,403,7,109,9
Electro House,0,118,857,5809,13
Deep House,0,859,125,21,20
House,0,425,430,76,16
Techno,0,33,62,57,6
Techno,0,33,38,12,2
Deep House,0,410,66,12,16
House,0,82521,324,156,15
Trance,0,63,223,219,37
Trance,0,2581,11,26,27
House,0,758,1,812,4
House,0,7573,248,16231,6
House,0,407,57,92,2
Progressive House,0,287,27,340,2
Deep House,0,235,1161,148,13
House,1,3719,508,209,12
Trance,0,252,163,47,2
Progressive House,0,18033,12,156,13
Progressive House,0,6853,243,123,9
Techno,0,3126,115,1041,16
Progressive House,0,567,8,26,9
Techno,0,644,152,126,9
Trance,0,257,499,1680,13
Techno,0,43,22,62,16
Techno,0,7251,84,75,20
Deep House,0,1130,137,1444,26
Progressive House,1,43,49,191,2
Trance,0,119,44,6,15
House,0,426,567,5809,18
Progressive House,0,154,3,149,2
Deep House,0,1131,358,711,7
House,0,952,247,5809,18
House,0,4156,25,21,24
Progressive House,0,9518,34,549,30
House,0,389,89,1032,27
Trance,0,277,3,52,9
Electro House,0,550,153,16231,6
Progressive House,0,411,402,904,16
Electro House,0,5961,419,1425,13
House,1,1155,13,8,37
House,0,371,29,6,2
House,0,294,64,6,9
Deep House,0,86,38,50,22
Deep House,0,48,15,67,5
Electro House,0,16,3,6,7
Techno,0,14,28,31,9
Progressive House,0,368,56,22,9
Techno,0,1053,7,3,2
Progressive House,0,163,9,6,15
Techno,0,628,84,361,9
Deep House,0,154,221,180,17
Techno,0,409,97,179,19
House,0,24365,124,336,2
Trance,0,2364,73,1108,16
Techno,0,1723,34,61,2
Trance,0,15789,280,52,23
House,0,1765,21,2963,5
Techno,0,13,790,59,19
Electro House,0,1,1,22,11
House,0,257,499,47,2
Dubstep,0,1161,22,1319,16
House,0,426,567,5809,11
House,0,1078,133,1047,24
House,0,202,21,4,2
Deep House,0,29,14,79,2
Progressive House,0,512,85,1680,13
House,0,11736,654,376,16
House,0,6470,342,293,29
Techno,0,125,101,56,9
House,0,1217,94,29,24
Trance,0,30191,15,41,16
Progressive House,0,15360,541,193,32
House,0,11736,654,209,12
Trance,0,26187,31,9110,20
House,0,1259,130,3282,13
House,0,255,8,7,6
Techno,1,44910,99,99,44
Trance,1,6241,229,113,37
Trance,0,8549,487,3068,30
Deep House,0,31,14,305,11
Deep House,0,395,31,950,19
Progressive House,0,693,721,70,5
Deep House,0,3566,93,278,2
Progressive House,0,152,44,339,0
House,0,507,263,98,13
House,1,21064,65,347,23
Progressive House,0,2762,34,122,30
Trance,0,2459,202,8,23
House,0,1859,608,293,29
Techno,0,168,104,706,16
House,0,9603,200,179,27
Techno,1,4245,180,44,44
Trance,0,25151,104,8,9
Progressive House,0,36,37,66,30
House,0,407,57,1,2
Techno,0,245,23,28,13
Electro House,0,24,9,1030,2
House,0,399,4,28,13
Progressive House,0,137,186,409,12
Progressive House,0,2969,40,70,27
Trance,1,31299,479,342,16
Progressive House,0,65,51,340,30
Techno,0,450,15,23,2
Techno,1,430,31,348,51
House,0,6470,342,1037,22
Techno,0,211,95,42,2
House,0,289,17,20,16
Techno,0,2,165,198,4
House,0,54,13,15,19
House,0,50,160,109,6
Deep House,0,179,82,41,13
House,0,159672,135,45,9
Trance,0,1605,109,4,23
Techno,0,1509,17,2572,16
Electro House,1,35800,107,161,44
House,1,46,67,3241,49
Progressive House,0,309,208,120,18
Progressive House,0,23790,150,435,18
Techno,1,115158,85,489,30
Techno,0,139,155,35,4
House,0,63,6,24,17
Deep House,0,102,137,293,8
Deep House,0,3318,163,91,5
Deep House,0,371,111,292,3
House,0,136,110,228,9
House,0,483,29,17,2
Trance,0,1659,33,3694,2
Techno,0,4795,67,104,9
Techno,0,2256,150,1308,27
House,0,918,2133,430,6
Trance,0,8854,48,1108,9
Deep House,0,80,66,88,6
Electro House,1,2525274,279,4689,58
Electro House,0,26931,37,107,16
Trance,0,11584,656,3068,16
Electro House,0,444,7,435,13
Electro House,0,7041,66,5809,21
Deep House,0,976,146,549,16
Techno,0,441,443,20,9
Electro House,0,5961,419,1425,13
Deep House,0,154,221,180,17
Progressive House,0,1882,43,16231,17
House,0,1015,455,33,17
House,0,70,14,84,2
House,0,43,45,173,10
Techno,1,1011,174,223,9
Progressive House,1,33455,30,279,37
Trance,0,12974,130,635,16
Deep House,1,276,10,638,9
Progressive House,1,456,1,28,5
House,0,186,17,8,5
Progressive House,0,167,30,435,17
Deep House,0,269,28,23,16
Electro House,0,281,9,1030,2
Trance,0,12974,130,105,16
Progressive House,0,197,25,340,16
Progressive House,0,101316,916,1249,9
House,0,173,83,30,2
House,0,63,109,5809,0
Progressive House,0,42,37,747,6
Deep House,0,421,8,14,4
Deep House,0,5,14,14,9
Trance,0,40,26,15,16
House,0,4253,5,1107,7
House,0,360,134,221,9
Deep House,0,79,331,845,18
Techno,0,33527,16,18,2
Deep House,0,55,61,6,14
House,0,502,298,1105,6
Progressive House,0,1020,61,1214,13
Deep House,0,66,9,68,30
Trance,0,3124,102,3068,2
Progressive House,0,1409,181,2963,12
Progressive House,1,1170,27,33,16
House,0,120,21,385,13
Deep House,0,102,7,367,9
Deep House,0,811,52,8,2
Electro House,0,4668,2,248,2
House,0,10,74,35,16
Trance,1,21128,268,635,51
House,0,10843,162,1041,16
Trance,0,278,5,401,9
Techno,0,109,147,339,0
Techno,0,23874,15,41,31
House,0,92,6,33,11
Progressive House,0,180,5,2572,16
Trance,1,10231,2,52,16
Progressive House,0,77,2,34,18
Techno,0,5330,278,317,11
House,0,50,160,2963,12
Progressive House,0,279,131,9,2
Trance,0,283,81,2,30
Progressive House,0,1411,199,155,23
House,0,9121,63,156,10
Trance,0,664,185,351,30
Techno,0,3,114,95,4
Trance,0,38846,513,52,23
Trance,0,185,7,176,6
Techno,0,40,53,158,2
House,0,1277,19,174,21
Trance,0,4152,114,219,23
Deep House,0,1945,146,180,20
Electro House,0,2856,52,392,13
House,0,9,94,295,15
Techno,0,21,114,81,2
Dubstep,0,506,8,2,15
Progressive House,0,2,167,340,9
House,0,172,1,7,26
Trance,0,470,22,22,13
Electro House,0,307,51,1032,28
Dubstep,0,472,5,167,4
Deep House,0,651,15,25,9
Electro House,0,15432,72,120,32
Techno,0,1,93,5,16
Progressive House,0,47,265,650,24
House,0,9,42,97,6
Electro House,0,45,17,21,30
House,0,45,86,45,16
Deep House,0,2034,79,1621,16
Electro House,0,719,18,1030,2
Techno,0,87,30,62,16
House,0,3,371,5809,7
Trance,0,2107,114,52,23
Progressive House,0,1304,12,1214,13
House,0,115,134,154,30
Techno,0,4728,28,2,30
Electro House,0,3890,357,23,9
Trance,0,9952,164,8,23
Deep House,0,669,265,170,23
Progressive House,0,62,71,435,6
Deep House,0,536,42,45,23
Techno,0,7479,355,549,2
Electro House,1,892,7,65,9
House,0,6,68,179,2
House,0,780414,257,4689,3
House,0,30203,1926,16231,6
Electro House,0,770,42,1680,20
House,0,255,82,53,10
Techno,0,16,19,9,11
Electro House,0,64,1,739,6
House,0,1559,700,13,10
Progressive House,0,1103,171,191,9
Progressive House,1,15615,43,9110,55
Trance,0,954,32,1,37
Electro House,0,539,20,392,6
Techno,0,8,71,54,26
Deep House,0,109,38,182,16
Trance,0,4980,382,448,30
House,0,308,69,224,30
Electro House,0,905,48,177,13
Deep House,0,740,13,719,20
House,0,245,7,23,2
House,0,488,43,243,14
Electro House,0,800,251,1420,19
Progressive House,0,7706,113,9110,6
Progressive House,0,257,499,1680,20
Trance,0,470018,401,1053,38
Progressive House,0,1261,33,2963,26
House,0,15,161,35,2
Deep House,0,7649,75,65,16
Progressive House,1,1339,48,571,9
House,0,23,156,91,13
Techno,0,1094,676,1093,23
Trance,0,29587,6,3694,2
Progressive House,0,4060,38,705,26
Progressive House,0,1339,256,145,23
House,0,49,7,3282,5
Techno,0,64,3,3,14
Techno,0,10717,360,549,2
Progressive House,0,3092,9,107,2
Dubstep,0,173,103,1319,16
Trance,0,1114,51,401,23
Trance,0,2,59,781,9
Electro House,0,5676,698,120,32
Techno,0,54,31,43,23
Techno,0,2322,87,25,9
Electro House,0,1038,47,43,2
House,0,483,74,1032,13
Techno,0,243,69,123,5
Progressive House,1,65802,278,71,2
House,0,108,51,69,10
Electro House,1,34381,305,12,44
Progressive House,0,189,1,233,13
House,1,59829,99,25,65
House,0,631,12,13,10
Techno,0,5654,90,555,9
Electro House,0,231,5,278,15
Electro House,0,539,20,380,30
House,0,550,153,3241,19
House,0,50,160,2112,5
Deep House,0,879,47,719,6
House,0,192,49,812,27
House,0,1388,166,5809,4
Trance,0,26574,48,2,18
Techno,0,414,248,347,11
Deep House,0,402,58,2206,13
Electro House,1,540,20,380,9
House,0,17,13,1,24
House,0,6469,107,3241,4
Techno,0,204,126,158,30
Trance,0,5353,176,3694,23
Trance,0,12974,130,1108,9
Progressive House,0,16316,463,16231,23
Techno,1,4812,379,622,16
House,0,98,272,57,32
House,0,98,272,179,20
Techno,0,480,67,91,13
Deep House,0,2684,99,92,9
Techno,0,618,99,339,0
Trance,0,1649,251,351,2
Deep House,0,17025,122,638,10
Techno,0,381,155,303,9
Trance,0,3842,26,9110,6
Electro House,0,8255,48,47,19
Progressive House,0,19,2,135,9
House,1,27798,456,262,44
House,0,2,30,21,18
House,0,6853,243,1032,31
Deep House,0,1945,146,180,20
Trance,0,22932,313,8,9
House,0,49,1,19,11
Deep House,0,5969,6,278,8
Trance,0,22932,313,129,9
House,0,5540,5,15,11
Dubstep,1,410,35,24,16
Techno,0,121,42,115,16
House,1,10718,360,309,51
Techno,1,11639,163,622,51
Techno,0,2058,64,88,12
House,0,2727,15,16,16
Techno,0,734,162,8,20
Deep House,0,27,35,30,2
Deep House,0,600,295,4058,6
House,0,1277,19,174,21
House,0,63,6,24,18
House,1,1265334,1381,470,62
Techno,0,4811,379,1093,16
Techno,0,8753,225,148,6
Trance,0,3551668,637,3694,9
Techno,0,518,1,57,3
Trance,0,3793,80,1108,9
Trance,0,376,1,3694,9
House,0,141,89,179,5
House,0,765,1042,21,22
Deep House,0,57505,33,51,31
Progressive House,0,800,251,5809,7
House,0,199143,480,3282,12
Progressive House,1,3,52,4689,41
House,0,8,31,1420,12
Deep House,1,2160,105,89,58
Techno,0,33527,16,18,2
House,0,278,176,380,27
House,0,147,417,3282,20
Techno,1,873,258,125,58
Deep House,0,304,66,1105,20
Deep House,0,858,397,285,9
Deep House,0,5,14,14,9
House,0,7573,248,106,10
Electro House,0,616,86,6207,5
House,0,211,283,1032,3
House,0,119,42,2112,9
House,0,735,12,7,1
Trance,0,4152,114,58,16
Electro House,0,2338,7,120,16
Techno,0,9,17,335,9
Progressive House,1,8836,121,73,24
Trance,0,23600,139,1108,16
Electro House,0,64,58,319,2
Progressive House,1,62646,37,4689,34
House,0,247,16,17,6
Dubstep,1,76039,40,80,30
Electro House,0,218,740,3241,9
House,0,796,13,549,16
Deep House,0,130,28,1071,13
Electro House,0,15034,29,319,2
Trance,0,113,28,340,2
Techno,0,136,10,35,23
Techno,0,139,155,35,4
Progressive House,0,2352,72,150,32
Deep House,0,1945,146,180,6
Electro House,0,22,8,107,16
Deep House,0,3128,18,650,27
House,0,895,745,153,16
House,0,63,6,23,19
Techno,0,71,20,35,2
House,0,24365,124,336,2
Deep House,0,976,146,4058,6
Techno,0,361,106,6,9
House,0,24365,124,336,2
Deep House,0,398,140,7,30
Trance,0,959,5,200,16
Trance,0,372,142,52,9
Techno,0,87,68,1041,9
Deep House,0,359,96,127,17
Techno,0,17645,61,5,9
Progressive House,0,609,227,16231,17
Electro House,0,60,163,747,2
Trance,0,693,86,300,16
Techno,0,6569,92,13,9
House,0,2684,99,92,2
Progressive House,0,429,347,124,9
Progressive House,0,511,219,904,16
Dubstep,1,1970,48,20,37
Trance,0,848,130,3694,9
Trance,0,609,227,375,18
Progressive House,0,2285,30,1680,13
Trance,1,12461,197,214,16
Deep House,0,483,29,17,2
House,0,3,3,3,16
Deep House,0,92,46,148,16
Dubstep,1,2681,15,22,3
Trance,0,693,721,1680,13
House,0,2196,7,24,32
Deep House,0,393,102,182,16
Deep House,0,431,45,8,13
Techno,0,37,6,15,3
Progressive House,1,4735,55,161,13
Techno,0,336,50,56,23
Electro House,0,1038,47,428,30
Trance,0,2046,72,1017,2
Techno,0,2474,174,706,16
House,0,426,567,435,19
Techno,0,2058,64,10,12
House,0,4053,538,511,9
Progressive House,0,27,80,90,9
Techno,0,1094,676,317,11
Progressive House,0,926,89,14,16
House,0,5775,589,86,9
House,0,1076,132,19,20
House,0,34,101,6,11
House,0,63,6,15,14
Techno,0,2893,114,35,9
House,0,245,20,30,2
Trance,1,67854,418,781,9
House,0,1712,220,29,30
House,0,141,89,2963,5
House,0,5854,489,47,2
Deep House,0,2426,105,33,2
Trance,0,145,72,707,2
House,0,2276,859,403,4
Techno,0,4811,379,1319,9
Trance,1,17309,156,244,65
Progressive House,0,1006,23,108,30
Progressive House,0,24,39,129,9
Techno,1,6344,162,223,58
House,0,50,160,3241,2
Electro House,0,1151,19,2112,2
Deep House,0,14380,74,345,9
Deep House,0,654,17,305,4
Deep House,0,78,528,153,16
Deep House,0,39,24,237,16
Electro House,0,5,362,34,6
Electro House,0,403,8,70,25
Techno,1,116,22,99,2
Deep House,0,17,18,106,18
Electro House,0,124,11,61,6
Progressive House,0,118,857,58,6
Electro House,0,635,10,3241,10
Techno,0,49,21,17,6
Trance,0,8940,100,351,30
Trance,1,4153,114,10,23
House,0,26,31,6,25
Trance,0,1649,251,179,9
Progressive House,0,1882,43,16231,0
Techno,0,42,22,7,24
Progressive House,1,3551668,637,121,45
Electro House,0,78500,80,507,30
Techno,0,234,89,32,2
Trance,0,26187,31,14,9
Progressive House,0,732,73,1680,20
Trance,0,56,100,1030,2
Progressive House,0,11,12,129,2
Techno,0,116,204,72,4
House,0,40439,187,233,13
Techno,0,5762,66,162,2
Trance,0,470018,401,1053,3
House,0,918,2133,376,16
House,0,195,131,1032,27
