Gender,Amount,MPHover,Age,OutTown,OutState,Police
male,,20,39,1,1,local police
female,125,15,21,1,1,local police
female,,14,42,1,0,local police
female,,11,18,1,0,local police
male,75,25,30,1,0,state police
male,,20,52,1,0,local police
female,75,16,62,1,0,local police
female,,14,21,1,0,local police
female,,10,71,1,0,local police
male,,15,25,1,0,state police
male,175,20,38,1,0,state police
male,,17,18,0,0,state police
male,95,12,19,1,0,local police
male,,10,27,1,0,local police
male,,15,26,1,0,local police
male,50,12,40,0,0,local police
male,225,25,25,1,0,state police
male,,16,33,1,0,local police
male,75,10,21,1,1,state police
male,,17,17,0,0,local police
male,125,15,19,1,1,local police
male,50,10,47,0,0,local police
female,,10,27,1,0,local police
male,125,15,37,1,0,state police
male,145,17,27,1,1,local police
male,75,10,83,1,0,local police
female,,12,29,0,0,local police
male,125,15,38,1,0,state police
female,,10,35,1,0,local police
female,90,12,47,1,0,local police
female,,15,59,0,0,local police
male,,10,24,1,0,state police
male,140,19,35,1,1,state police
male,225,25,42,1,0,state police
male,,16,45,1,0,local police
female,,6,23,1,0,local police
male,75,19,28,1,0,state police
male,75,10,26,1,0,local police
male,75,10,21,1,1,state police
female,,11,77,0,0,local police
female,,19,33,1,0,local police
male,,13,40,0,0,local police
male,,10,39,1,1,state police
male,125,15,30,1,1,state police
male,50,19,39,1,0,local police
male,,14,19,1,0,local police
female,50,10,34,1,0,state police
male,75,18,22,1,0,state police
male,205,23,43,1,1,state police
male,,10,85,1,0,local police
male,,13,44,1,0,local police
female,235,26,50,1,0,state police
male,125,15,70,1,0,local police
female,,14,19,0,0,local police
female,,10,41,1,0,local police
male,235,26,46,1,0,local police
male,180,23,40,1,0,local police
male,,15,80,1,0,local police
female,50,10,46,0,0,local police
male,,16,37,1,1,local police
female,,14,19,0,0,local police
male,,13,21,1,0,local police
male,,15,43,0,0,local police
male,175,20,17,1,0,state police
male,,16,42,1,0,local police
male,,11,33,1,0,local police
female,175,20,32,0,0,local police
male,,16,54,1,0,local police
female,75,21,23,1,0,local police
male,,15,20,0,0,local police
male,,10,43,1,1,local police
male,225,25,22,1,0,state police
male,75,15,26,1,1,state police
female,75,10,23,1,0,state police
male,,18,49,1,0,local police
male,,16,33,1,0,state police
female,,10,58,0,0,local police
female,,15,51,1,0,local police
female,,11,55,0,0,local police
male,,14,18,0,0,local police
female,75,10,20,1,1,state police
male,,15,32,1,0,local police
male,225,25,34,0,0,local police
female,,9,35,1,0,state police
male,125,15,18,0,0,local police
male,,9,33,1,0,local police
female,,15,60,1,0,local police
male,155,18,39,1,0,state police
female,155,18,48,1,1,local police
male,75,10,38,1,0,local police
male,115,26,27,1,0,state police
male,,10,29,0,0,local police
female,,10,32,1,1,local police
male,50,10,25,1,0,local police
female,,14,30,0,0,local police
male,125,15,45,1,0,state police
female,,10,33,0,0,local police
male,75,10,20,1,0,local police
male,75,10,33,1,1,state police
male,,16,44,1,0,local police
male,,14,36,0,0,local police
female,,12,23,1,0,local police
female,225,25,50,1,0,state police
male,,15,31,1,0,local police
male,,18,30,0,0,local police
male,75,17,26,1,1,state police
male,,25,33,0,0,local police
male,125,26,34,1,1,state police
male,75,16,28,1,0,state police
female,,18,20,1,0,local police
female,,13,18,0,0,local police
male,,17,17,0,0,local police
female,125,15,19,1,1,state police
male,75,10,49,1,0,state police
male,125,15,35,1,1,local police
female,75,25,55,1,0,state police
female,,14,29,0,0,local police
male,125,15,19,1,0,local police
female,225,33,19,1,0,local police
male,,12,29,1,0,local police
male,75,10,26,1,0,state police
female,,11,46,0,0,local police
male,,14,29,1,0,local police
female,,10,44,0,0,local police
male,200,25,30,1,1,state police
female,75,15,44,0,0,state police
male,,12,31,1,1,state police
male,150,25,28,0,0,state police
male,,10,17,1,0,local police
male,165,19,68,1,0,state police
female,,17,57,1,0,local police
male,,20,42,0,0,local police
female,,12,34,1,0,local police
male,,13,43,1,0,local police
female,155,18,43,0,0,local police
male,125,15,48,1,1,local police
male,,9,18,0,0,local police
female,,15,40,1,0,local police
male,,14,32,1,0,local police
male,,16,46,1,1,local police
male,75,10,19,1,0,state police
female,155,18,21,1,1,local police
male,,17,50,1,0,local police
male,,25,24,1,0,local police
female,,14,45,1,0,local police
female,75,10,31,1,0,state police
female,,13,27,1,0,local police
male,,10,32,0,0,local police
female,235,26,23,1,0,state police
female,105,13,31,1,0,local police
female,,16,18,0,0,local police
male,75,10,31,1,0,local police
female,,10,40,1,0,local police
female,,12,33,1,0,local police
male,,10,27,1,0,state police
female,,14,24,1,0,local police
female,,10,46,1,0,local police
male,75,19,27,1,1,state police
male,75,15,45,1,0,local police
male,50,10,20,1,0,local police
female,,15,33,0,0,local police
female,,12,40,1,0,local police
male,,11,75,1,0,local police
female,,15,33,1,0,local police
male,75,16,19,1,0,state police
male,100,25,57,1,0,local police
male,135,26,24,1,0,local police
male,,10,21,1,0,local police
male,75,19,42,1,0,local police
female,,15,32,1,0,local police
male,,10,36,1,0,local police
male,125,15,55,1,0,state police
male,,15,31,1,0,local police
female,,15,39,1,0,local police
female,,13,35,1,1,local police
male,,15,39,1,0,local police
female,,12,18,1,0,local police
female,,17,34,0,0,local police
female,165,19,26,1,0,state police
female,,15,18,0,0,local police
male,100,15,31,1,1,state police
female,75,18,36,0,0,local police
male,,15,29,0,0,local police
female,115,14,34,1,0,state police
male,,14,37,1,0,local police
female,,12,43,0,0,local police
female,,16,45,1,0,local police
female,,10,45,1,0,local police
male,105,13,32,1,0,state police
male,115,14,20,1,0,state police
male,75,15,40,1,0,state police
female,,22,52,1,1,local police
male,,11,37,0,0,local police
male,,5,42,1,1,local police
female,75,25,76,1,1,local police
male,285,26,38,1,1,state police
female,125,15,19,1,0,state police
male,155,18,40,1,0,local police
male,75,10,57,1,0,local police
female,,22,39,1,0,local police
female,,14,22,1,0,local police
female,,11,38,0,0,local police
female,,16,28,1,1,local police
male,100,15,52,0,0,local police
female,175,23,29,1,0,local police
male,,10,22,0,0,local police
female,125,15,23,1,0,local police
male,105,13,35,1,0,local police
male,,9,42,1,0,state police
male,,15,46,1,0,local police
female,145,17,30,1,0,state police
female,,16,49,1,0,local police
male,75,5,19,1,0,state police
male,75,29,35,0,0,local police
male,135,16,40,1,0,state police
female,,20,76,1,0,local police
female,,17,55,1,0,local police
female,125,20,63,1,1,state police
female,,15,43,1,0,local police
female,50,10,29,0,0,local police
male,,15,43,1,0,local police
male,,15,19,0,0,local police
female,125,15,20,1,1,state police
female,185,21,43,1,0,local police
female,,15,27,0,0,local police
female,,12,34,1,0,local police
female,,10,28,1,0,local police
male,170,22,24,0,0,local police
female,75,15,19,1,1,local police
female,,15,31,1,1,local police
male,255,28,39,1,0,local police
female,,21,31,1,0,local police
male,,10,47,1,0,local police
male,75,23,24,1,0,local police
male,75,24,20,0,0,local police
female,,14,56,0,0,local police
male,175,20,42,1,0,local police
male,75,10,45,1,0,state police
female,75,10,29,1,0,state police
male,,12,43,1,0,local police
female,105,20,32,1,0,state police
male,75,20,46,1,0,local police
female,,10,29,1,0,local police
male,,10,20,1,0,local police
female,75,10,27,1,0,state police
male,,13,52,1,0,local police
male,,9,19,1,1,state police
male,,13,22,1,0,local police
male,75,36,31,1,0,local police
male,185,21,37,1,0,local police
male,155,18,51,1,1,state police
male,,20,39,1,0,local police
male,50,15,50,1,0,local police
male,75,17,23,1,1,state police
male,,13,55,1,0,local police
male,,14,36,1,0,local police
male,,11,44,1,1,local police
female,,10,36,1,0,state police
male,75,10,24,1,0,state police
female,,10,25,1,0,local police
male,125,15,37,1,0,state police
male,165,19,47,0,0,local police
female,,14,58,1,0,local police
female,75,18,18,1,0,local police
female,,12,35,1,0,local police
male,120,12,44,1,0,local police
male,125,15,54,1,1,state police
male,75,17,20,0,0,local police
female,205,23,31,1,1,local police
female,,11,30,0,0,local police
male,,17,50,1,0,local police
female,115,14,30,1,0,state police
male,,16,40,1,0,local police
male,,13,48,1,1,local police
male,,17,29,1,0,local police
male,,17,18,1,0,local police
male,75,10,31,1,0,state police
female,145,17,18,1,0,local police
male,100,15,30,1,0,local police
male,75,10,26,1,0,local police
female,,10,35,1,0,state police
male,135,16,24,1,1,state police
female,140,19,45,1,0,local police
male,,14,22,1,0,local police
female,175,20,66,1,0,local police
female,195,22,24,1,0,state police
male,,15,38,1,0,state police
male,75,21,33,1,0,local police
male,,15,41,1,0,local police
male,,15,32,1,0,local police
female,,13,37,1,0,local police
male,,13,41,0,0,local police
male,,24,31,1,0,local police
female,,14,51,1,0,local police
male,,17,19,0,0,local police
female,,10,28,0,0,local police
male,195,22,25,1,1,state police
female,,12,18,1,0,local police
female,175,26,22,1,1,state police
male,,10,28,1,0,local police
male,175,20,80,0,0,state police
male,95,12,31,1,0,local police
male,,10,47,1,0,local police
male,,13,45,1,0,local police
male,150,20,57,1,1,state police
male,175,20,50,1,0,state police
female,115,14,71,1,0,local police
female,245,27,18,1,1,state police
female,125,15,54,1,1,local police
male,,10,35,1,0,local police
male,,10,28,1,0,state police
female,,14,54,1,0,local police
male,,14,25,1,0,local police
female,,17,28,0,0,local police
female,165,19,52,1,0,local police
female,75,15,25,1,0,local police
male,,23,40,0,0,local police
female,,10,28,1,0,local police
male,,20,36,1,0,local police
male,95,12,34,1,0,local police
male,100,23,22,1,0,state police
female,,20,33,1,0,local police
male,,15,57,1,0,local police
male,75,10,26,1,0,local police
female,100,28,19,0,0,local police
female,,15,44,1,0,local police
male,50,20,42,1,0,local police
male,145,17,41,1,1,state police
female,,20,28,1,1,local police
female,170,22,18,0,0,local police
male,125,15,43,0,0,local police
male,,9,36,1,0,local police
male,115,14,19,0,0,local police
male,260,31,27,1,0,local police
male,115,14,25,1,1,state police
male,,10,30,1,0,local police
female,,10,22,1,0,local police
male,,11,29,1,0,local police
female,105,15,38,1,1,state police
male,75,17,27,1,0,state police
male,,19,56,1,1,local police
male,175,20,54,1,0,local police
male,155,18,54,1,0,state police
male,75,15,40,1,0,local police
female,,10,33,1,0,local police
female,,15,20,1,0,local police
male,,14,49,1,0,local police
female,50,18,29,1,0,local police
female,,10,30,1,0,local police
female,,10,47,0,0,local police
male,,10,41,0,0,local police
female,100,15,21,1,0,local police
female,,14,54,0,0,local police
male,,16,17,0,0,local police
male,155,18,23,1,0,state police
male,145,17,31,0,0,local police
male,125,15,37,1,0,local police
female,75,10,19,1,0,state police
female,50,25,21,1,0,local police
male,145,17,38,1,0,local police
male,,15,41,0,0,local police
male,145,17,71,1,0,local police
female,,10,27,1,0,local police
male,,8,46,0,0,local police
male,75,10,24,1,0,local police
male,,10,31,1,0,local police
male,75,10,31,0,0,local police
male,,14,18,1,1,local police
male,,16,22,1,0,local police
male,85,12,29,1,1,state police
male,,14,40,1,1,local police
male,75,10,44,1,0,state police
male,,14,47,1,0,local police
female,,17,42,0,0,local police
male,,15,26,1,0,local police
male,,22,17,1,1,local police
female,,16,37,1,0,local police
female,,13,36,0,0,local police
female,,22,44,0,0,local police
male,75,15,29,1,0,state police
female,,15,21,1,0,local police
female,,10,55,0,0,local police
male,,13,65,0,0,local police
male,125,23,27,1,0,state police
male,285,31,21,1,0,state police
male,,15,37,1,0,local police
male,75,16,20,1,0,state police
female,,10,43,1,0,local police
male,100,22,31,1,0,local police
male,75,20,23,1,0,local police
male,,14,64,1,0,local police
female,115,14,24,1,0,state police
male,125,23,28,1,1,local police
male,75,10,56,1,1,state police
female,,17,24,1,0,local police
female,235,26,40,0,0,local police
male,,10,35,0,0,state police
female,,15,38,0,0,local police
female,105,13,33,1,0,state police
male,75,17,19,0,0,local police
female,,12,19,1,0,local police
male,,10,51,1,1,state police
male,,15,27,0,0,local police
female,,14,21,1,0,local police
female,75,10,26,1,1,local police
male,,14,29,1,0,local police
male,175,20,22,1,0,local police
male,180,23,35,1,0,local police
male,75,10,35,1,0,local police
male,185,21,24,0,0,local police
male,,17,32,1,0,local police
male,,14,42,1,0,local police
female,,21,38,1,0,local police
male,130,18,38,1,0,local police
male,,5,47,1,0,state police
female,75,10,31,1,0,state police
female,100,15,35,1,0,state police
male,,13,48,0,0,local police
male,225,25,17,1,0,state police
female,155,18,18,0,0,local police
female,,15,24,1,0,local police
female,75,10,29,1,0,state police
male,,18,54,1,0,state police
female,,13,48,1,0,local police
female,225,25,35,0,0,state police
female,,15,32,1,0,local police
female,,13,23,0,0,local police
male,125,15,22,1,1,local police
male,,13,36,1,1,local police
male,75,17,25,1,1,state police
male,,10,40,1,0,local police
male,225,25,31,0,0,local police
male,,16,42,1,1,local police
female,,11,53,0,0,local police
male,185,21,24,1,0,local police
male,205,23,19,1,0,state police
male,,12,49,1,0,local police
male,75,15,28,1,0,local police
male,,10,36,1,0,local police
male,50,20,17,1,0,local police
female,75,13,19,1,0,local police
female,75,10,38,1,0,local police
female,,11,46,1,0,local police
male,75,17,20,1,0,local police
male,50,10,32,1,0,local police
female,,15,34,0,0,local police
male,125,15,47,1,1,state police
male,,11,22,1,0,local police
male,,18,20,1,0,local police
male,75,26,21,0,0,local police
male,75,19,60,1,0,local police
male,250,30,30,0,0,local police
male,125,15,55,1,0,state police
male,,16,27,0,0,local police
male,75,25,22,1,0,local police
male,105,13,46,1,1,local police
female,75,10,25,1,1,state police
female,190,24,19,1,0,local police
male,,12,56,1,0,local police
male,,11,27,1,1,local police
female,245,27,35,1,0,local police
female,,14,28,0,0,local police
male,125,15,58,1,0,state police
female,75,20,43,1,0,state police
female,,19,43,1,0,local police
female,,10,20,1,1,local police
male,,11,55,1,0,local police
female,95,12,59,1,1,state police
female,,10,25,1,0,local police
female,,14,18,1,0,local police
male,175,20,48,1,0,local police
male,,20,29,1,0,state police
male,,10,35,0,0,local police
male,,10,37,1,1,local police
male,,7,40,0,0,local police
female,,14,41,1,1,local police
male,,14,47,0,0,local police
male,,11,55,1,0,local police
female,,12,67,1,0,local police
male,,14,39,1,0,local police
male,,17,18,1,0,local police
male,120,17,50,1,0,local police
female,,10,22,1,0,state police
female,,19,38,1,0,local police
male,105,13,42,1,0,local police
male,75,25,32,1,0,state police
female,,12,42,1,0,local police
female,,10,49,1,0,local police
male,185,21,19,0,0,local police
male,75,10,66,0,0,local police
female,,13,19,0,0,local police
male,,15,40,1,0,local police
male,,10,18,0,0,local police
female,75,24,22,1,0,state police
male,125,15,59,1,1,local police
male,175,15,36,0,0,local police
male,,20,38,0,0,local police
female,95,22,24,0,0,local police
male,175,20,23,1,1,local police
female,75,23,21,1,1,local police
female,,13,26,1,0,local police
male,75,21,27,1,0,local police
female,75,10,32,1,0,state police
male,155,18,66,1,1,local police
male,,8,30,1,0,state police
male,,17,45,0,0,local police
male,,10,39,1,0,local police
male,,10,50,1,0,local police
female,115,14,33,1,0,state police
male,125,15,24,1,0,state police
female,,17,41,1,0,local police
female,175,20,21,1,0,local police
male,,14,28,1,0,local police
male,,15,27,1,0,local police
male,175,20,32,1,0,state police
male,75,15,42,1,0,state police
male,175,20,41,1,1,state police
male,170,22,23,0,0,local police
female,,5,40,1,0,state police
female,,15,33,1,0,local police
male,125,15,22,1,0,local police
male,,16,26,0,0,local police
male,155,18,59,1,1,local police
male,95,12,31,1,0,state police
male,75,21,41,1,0,local police
male,125,15,47,1,0,state police
male,,14,36,0,0,local police
male,,30,19,0,0,local police
male,,12,70,1,0,local police
male,,15,32,1,0,local police
female,125,15,49,1,1,state police
male,,16,23,1,1,state police
male,,14,57,1,1,local police
male,,10,27,1,0,local police
male,135,16,18,1,0,local police
female,,10,48,1,0,local police
female,,15,22,1,0,local police
male,,16,23,1,0,local police
female,75,20,52,1,0,local police
male,,9,35,1,0,state police
male,,17,36,1,0,local police
male,,17,30,0,0,local police
female,,19,33,1,0,local police
female,,12,54,0,0,local police
female,,10,79,1,0,local police
female,,16,39,0,0,local police
male,155,18,27,1,0,state police
male,,27,40,1,0,local police
male,,19,64,1,1,local police
male,105,13,24,1,0,local police
female,,12,74,1,0,local police
male,225,25,56,1,0,local police
male,155,18,40,1,0,state police
female,50,10,51,1,0,local police
male,,10,35,1,0,local police
male,75,10,48,1,0,state police
female,75,25,41,1,1,local police
female,,14,60,0,0,local police
male,,18,26,1,0,local police
female,135,16,26,1,1,local police
male,,10,21,1,0,local police
male,135,16,21,0,0,local police
male,,19,52,0,0,local police
male,115,24,19,1,0,state police
female,75,10,51,0,0,state police
female,75,10,28,1,0,state police
male,145,17,25,1,0,local police
male,,15,50,1,0,local police
male,,18,33,1,0,local police
male,175,34,19,1,0,local police
male,105,13,74,1,0,local police
male,,9,65,1,0,state police
female,195,22,22,1,0,state police
female,,15,57,1,0,local police
female,125,15,22,1,1,state police
male,,10,18,1,0,state police
male,,14,55,1,0,local police
female,,15,41,1,0,local police
male,75,10,27,1,0,state police
male,205,23,23,0,0,local police
male,,14,43,0,0,local police
female,165,19,19,1,0,local police
female,,12,60,0,0,local police
male,75,10,24,1,0,state police
male,,15,34,1,0,local police
female,,10,19,1,0,local police
male,50,14,44,1,0,local police
male,165,19,45,1,1,state police
female,,20,44,1,0,local police
male,175,20,40,1,1,state police
male,75,10,42,1,1,local police
male,,14,21,0,0,local police
male,75,19,55,1,1,local police
male,75,19,34,1,0,state police
female,,20,33,1,1,local police
male,,15,22,1,1,local police
female,50,10,39,1,0,state police
female,75,10,25,1,0,local police
male,75,15,30,0,0,local police
female,,12,45,1,0,local police
male,215,24,54,1,1,local police
female,75,10,18,1,0,local police
male,100,15,20,0,0,state police
female,,12,33,1,0,local police
male,,10,24,1,1,state police
male,50,10,43,1,1,state police
male,100,20,34,1,0,local police
male,235,26,20,0,0,local police
female,,10,24,1,0,local police
male,75,10,28,1,1,state police
female,,5,23,1,1,state police
male,75,17,60,0,0,local police
male,195,22,19,1,0,state police
female,,10,20,0,0,local police
male,,8,40,1,0,state police
female,195,22,20,1,1,state police
male,,23,31,1,0,local police
female,75,16,33,1,0,state police
male,225,25,27,1,0,local police
male,,13,20,1,0,local police
male,140,19,29,1,1,local police
female,,14,47,1,0,local police
female,165,19,36,0,0,local police
male,,13,25,1,1,local police
male,,15,52,1,0,local police
male,155,18,67,1,1,state police
male,150,29,37,1,0,state police
female,,13,35,0,0,local police
female,,10,38,0,0,local police
male,75,10,57,1,1,state police
male,205,23,21,1,0,state police
female,,14,36,1,0,local police
male,75,18,23,0,0,state police
male,,10,43,1,0,local police
female,,16,31,1,0,local police
male,125,15,22,1,0,state police
female,,17,33,1,0,local police
male,,10,84,1,0,local police
female,110,16,31,1,0,local police
male,,4,30,1,0,state police
male,95,12,41,1,0,local police
male,370,42,26,1,0,local police
male,,9,33,1,0,local police
male,175,20,38,0,0,state police
male,165,19,54,1,1,state police
male,,14,21,1,1,local police
female,125,15,20,1,0,local police
female,,20,34,1,0,local police
male,,18,25,1,0,local police
male,125,12,50,1,0,state police
male,,15,33,1,0,local police
male,,16,38,1,0,local police
female,165,19,22,1,1,local police
male,225,25,22,1,1,state police
female,245,27,33,0,0,local police
male,125,15,27,1,0,state police
female,,10,40,1,0,local police
female,75,10,53,1,0,local police
male,75,15,22,1,1,state police
female,,22,67,1,0,local police
female,185,21,40,1,0,local police
female,,15,34,0,0,local police
male,185,21,19,1,1,state police
female,,16,37,0,0,local police
female,,14,48,1,0,local police
male,100,15,41,1,1,state police
female,,16,52,1,0,local police
male,150,20,21,1,1,local police
female,,19,81,0,0,local police
female,145,17,61,1,0,state police
male,75,21,31,1,0,state police
male,75,15,25,1,0,state police
female,75,10,37,1,0,state police
female,,15,26,1,0,state police
male,75,10,20,1,0,state police
male,,13,22,1,0,local police
male,,10,18,0,0,local police
female,,10,30,0,0,local police
male,75,10,24,1,0,local police
male,50,10,23,1,0,local police
male,,13,40,0,0,local police
male,,18,21,0,0,local police
male,75,10,22,1,1,state police
male,150,20,19,1,0,state police
male,,10,40,1,0,state police
male,,19,44,0,0,local police
female,,13,18,0,0,local police
female,,17,20,1,0,local police
female,,9,23,1,0,local police
male,130,18,19,1,0,local police
male,70,12,22,1,0,local police
male,,7,20,1,0,local police
female,75,10,20,1,1,state police
female,145,17,19,1,0,state police
male,75,10,43,1,0,local police
male,135,16,48,1,0,local police
male,,17,52,1,0,local police
male,,13,26,1,1,local police
female,,10,52,0,0,local police
female,145,17,60,1,0,state police
female,,14,18,1,0,local police
male,,11,34,1,0,local police
female,120,17,48,1,1,local police
male,,10,58,1,0,local police
male,,14,58,0,0,local police
male,100,15,23,1,1,state police
female,,12,33,1,0,local police
male,,8,49,0,0,local police
female,50,14,49,0,0,local police
female,,10,53,0,0,local police
male,,13,18,1,0,local police
male,,10,32,1,0,local police
female,75,16,55,1,0,local police
male,,16,41,1,0,local police
male,,14,23,1,0,local police
male,,18,20,0,0,local police
male,,18,23,1,0,local police
female,,14,45,1,0,local police
male,135,16,36,1,0,local police
male,,4,22,1,0,state police
female,,13,29,1,0,local police
male,225,25,27,1,0,state police
male,,8,22,1,0,local police
male,165,19,36,1,0,local police
female,,15,75,0,0,local police
female,,25,79,1,0,local police
male,,12,23,0,0,local police
female,,14,30,1,0,local police
male,,13,38,1,0,local police
male,75,10,22,1,0,state police
male,50,20,43,1,0,local police
female,215,24,22,1,0,state police
female,,16,18,0,0,local police
male,150,20,33,1,0,local police
female,,11,46,0,0,local police
female,,10,44,1,0,state police
male,,13,44,1,0,local police
female,,12,34,1,0,local police
male,,10,18,1,0,local police
female,,15,26,1,0,local police
female,75,25,18,1,0,local police
male,,9,49,1,0,state police
male,215,24,37,1,1,state police
male,100,15,46,1,0,local police
male,,13,18,1,0,local police
male,,16,28,1,0,local police
female,,15,54,1,0,local police
female,125,15,21,1,0,state police
female,75,16,36,0,0,local police
male,,15,51,1,0,state police
female,105,13,54,1,0,state police
male,175,20,19,1,0,local police
male,125,15,38,1,1,state police
male,,10,47,1,0,local police
female,,15,47,1,1,local police
male,,15,36,1,0,local police
male,75,28,18,1,1,local police
male,,10,34,1,0,local police
male,,18,31,1,0,local police
male,,4,18,1,1,state police
female,185,21,55,1,0,local police
male,,21,33,0,0,local police
female,,15,45,1,0,local police
female,,14,45,1,0,local police
male,,12,33,1,0,local police
female,185,21,25,1,0,state police
female,,13,51,0,0,local police
female,75,15,20,1,0,local police
male,,16,47,0,0,local police
male,,12,55,1,0,local police
female,195,22,20,1,1,state police
female,,17,42,1,0,local police
female,,25,41,0,0,local police
male,,9,34,1,0,local police
female,,9,30,1,0,state police
female,75,10,20,1,0,local police
male,75,10,18,1,0,state police
male,,12,46,1,0,local police
female,135,16,23,1,0,state police
female,,10,74,1,0,state police
male,195,22,24,1,0,local police
female,185,21,21,1,0,state police
female,,16,40,1,0,local police
female,185,21,20,1,0,state police
female,,15,23,1,0,local police
female,135,16,27,1,0,state police
female,75,12,33,1,0,local police
female,,12,21,1,1,local police
male,75,10,20,1,0,state police
female,,20,59,1,0,local police
male,,9,25,0,0,local police
male,,13,30,0,0,local police
male,75,17,39,1,0,local police
female,,12,25,0,0,local police
female,,19,52,0,0,local police
female,,17,41,0,0,local police
female,,11,52,1,0,local police
female,165,19,38,1,0,state police
female,135,16,46,0,0,local police
female,,15,43,1,0,local police
male,175,20,35,0,0,state police
male,100,31,33,0,0,state police
male,,10,31,0,0,local police
male,,12,38,1,0,local police
female,175,20,33,1,0,state police
male,275,30,23,1,0,state police
male,140,19,34,1,0,local police
female,125,15,23,0,0,state police
male,,16,23,0,0,local police
male,75,5,33,1,0,local police
female,,10,50,0,0,local police
male,175,20,22,1,0,local police
male,75,23,34,1,0,local police
male,,15,29,1,0,local police
male,,10,42,1,0,state police
male,,12,45,0,0,local police
female,,17,69,1,0,local police
female,,19,56,1,0,local police
male,75,10,20,0,0,local police
female,75,19,27,1,0,state police
female,,10,17,0,0,local police
male,,14,26,1,0,local police
male,,13,36,0,0,local police
female,150,33,44,0,0,state police
female,,14,38,1,0,local police
male,125,15,31,1,1,state police
male,,10,60,1,1,local police
female,75,10,21,1,0,state police
female,150,20,22,1,0,local police
female,,12,28,1,0,local police
female,145,17,33,1,0,local police
male,,15,19,1,0,local police
female,50,8,45,0,0,local police
female,,18,65,1,1,local police
female,,10,42,0,0,local police
male,145,17,31,0,0,local police
female,75,10,28,1,0,state police
male,,19,25,1,1,state police
male,145,17,45,1,0,state police
female,,10,33,1,0,local police
female,175,20,18,1,0,local police
female,135,16,53,0,0,local police
male,75,10,39,0,0,local police
male,,12,54,1,0,local police
male,215,24,19,1,0,state police
female,,15,20,1,0,local police
male,,17,53,1,1,local police
female,,12,66,1,0,local police
female,,12,23,1,0,local police
male,215,24,25,1,0,local police
female,,20,49,1,0,local police
female,,13,36,1,0,local police
male,75,10,19,1,0,local police
male,155,18,20,0,0,state police
female,,10,20,0,0,local police
male,,11,49,1,0,local police
male,75,15,41,1,0,state police
male,155,18,24,0,0,local police
male,,18,18,1,0,local police
male,,14,17,0,0,local police
female,,10,27,1,0,state police
male,125,15,21,1,0,local police
female,265,39,26,1,0,state police
male,175,20,44,0,0,local police
male,175,20,52,1,0,state police
male,145,17,19,1,0,local police
female,,15,20,1,0,state police
male,,15,44,0,0,local police
female,205,23,47,1,0,local police
female,50,10,24,1,0,local police
male,75,10,61,0,0,local police
male,,15,36,1,0,local police
male,,13,45,0,0,local police
female,75,10,30,1,0,state police
male,,20,29,0,0,local police
male,,10,30,1,0,state police
male,,15,33,0,0,local police
male,,11,33,0,0,local police
male,,15,24,1,0,local police
female,,19,27,1,1,local police
male,,10,34,1,0,state police
male,,10,30,1,0,local police
female,125,15,39,1,0,local police
female,185,21,29,1,0,local police
female,90,14,40,1,0,local police
male,80,13,44,0,0,local police
female,,15,47,1,0,local police
male,75,10,28,1,0,state police
female,75,10,28,1,0,local police
male,,14,79,0,0,local police
female,,15,41,1,0,state police
male,,16,35,1,1,local police
male,,19,23,1,0,local police
male,,15,55,1,0,local police
male,135,16,19,1,0,local police
female,,15,38,1,1,local police
male,,12,48,1,0,local police
male,,10,29,1,0,state police
male,205,23,41,0,0,local police
male,,13,69,1,0,local police
female,,10,40,0,0,local police
male,,16,49,0,0,local police
male,,19,29,0,0,local police
female,,10,48,0,0,local police
male,,22,51,1,0,state police
female,,15,54,0,0,local police
female,,11,19,1,0,local police
female,,10,25,1,0,local police
female,50,10,19,1,0,state police
male,,10,49,1,0,local police
female,,12,37,0,0,local police
female,50,10,38,1,0,local police
female,100,15,40,1,0,local police
female,,10,26,1,0,local police
male,145,17,49,0,0,local police
male,155,18,18,1,0,local police
female,,13,27,1,0,local police
female,,14,31,0,0,local police
female,,13,31,1,0,local police
male,,17,32,0,0,local police
female,,15,31,1,0,local police
male,75,5,33,1,0,local police
male,50,10,52,1,1,state police
male,150,20,21,1,0,local police
male,,10,45,0,0,local police
female,,10,22,1,1,state police
female,,16,35,1,1,state police
male,165,19,29,1,0,state police
male,,10,28,1,0,local police
male,,10,19,1,0,local police
male,,18,25,1,0,local police
female,75,17,21,1,0,state police
male,,13,23,0,0,local police
male,75,10,54,1,0,local police
male,,15,37,1,0,local police
male,155,18,54,1,0,local police
female,235,26,39,0,0,local police
female,,17,47,1,0,local police
male,,16,53,1,1,local police
female,125,25,47,1,1,state police
female,,10,45,1,0,local police
male,,19,19,1,0,local police
male,165,19,20,1,0,local police
female,,15,37,0,0,local police
male,,15,39,1,0,local police
male,,13,24,1,0,local police
male,275,30,21,0,0,local police
male,,13,44,1,0,local police
female,,7,21,0,0,local police
female,,9,41,1,0,state police
female,,15,23,1,0,local police
male,75,17,31,0,0,state police
male,,14,44,1,0,local police
female,,12,30,1,0,local police
male,,15,35,1,0,local police
female,,13,21,1,0,local police
female,115,14,60,1,0,state police
female,75,10,21,1,0,state police
female,,13,47,1,0,local police
male,,15,23,1,0,state police
male,,13,42,0,0,local police
male,185,21,38,1,0,local police
female,,15,41,0,0,local police
female,50,21,21,1,0,local police
female,,10,20,1,0,local police
male,75,10,45,1,1,state police
