Gender,Amount,MPHover,Age,OutTown,OutState,Police
male,75.0,25,29,1,0,state police
male,75.0,22,24,1,0,local police
female,225.0,25,45,1,0,state police
female,215.0,24,39,1,0,state police
female,,18,39,1,1,local police
male,,15,27,1,0,local police
male,,9,38,1,0,state police
female,,22,27,0,0,local police
female,,16,30,1,1,local police
male,75.0,10,38,1,0,local police
male,,21,22,1,0,local police
female,,23,34,0,0,local police
male,185.0,21,21,1,0,state police
male,,10,37,1,0,state police
female,,15,29,1,1,local police
female,75.0,10,27,0,0,local police
male,,23,59,0,0,local police
male,75.0,21,37,0,0,state police
male,,10,47,1,0,local police
male,,16,69,1,0,local police
male,75.0,10,60,1,0,local police
female,,19,49,0,0,local police
female,75.0,10,36,1,0,local police
female,,20,36,1,1,local police
female,,10,44,0,0,local police
female,,10,36,1,0,local police
female,75.0,10,26,1,0,local police
female,,16,20,0,0,local police
female,,16,42,1,0,local police
male,75.0,10,38,1,0,local police
female,75.0,10,34,1,0,local police
female,,16,52,1,0,local police
female,,20,45,0,0,local police
male,75.0,10,32,1,0,local police
male,,15,18,1,0,local police
female,,15,24,1,0,local police
female,75.0,24,40,1,0,local police
male,75.0,10,22,1,0,local police
male,,18,37,1,0,local police
male,75.0,10,31,1,0,local police
male,75.0,10,25,1,0,local police
female,75.0,10,26,1,1,local police
male,,20,44,0,0,local police
female,75.0,10,38,1,0,local police
female,,22,38,1,0,state police
female,,7,32,1,0,local police
male,75.0,10,32,1,0,local police
male,,10,34,1,0,local police
female,,23,34,0,0,local police
male,,18,19,1,0,local police
female,,15,41,1,0,local police
female,,22,32,1,0,local police
female,,15,28,1,0,local police
male,75.0,20,23,1,0,local police
male,265.0,29,22,1,0,state police
male,,15,46,1,0,local police
male,75.0,20,35,1,0,state police
female,100.0,15,31,1,0,state police
male,,20,31,1,0,local police
female,75.0,10,43,0,0,local police
male,125.0,30,35,1,0,state police
male,,15,29,0,0,local police
male,75.0,15,41,1,0,local police
female,,16,41,1,1,local police
female,,16,21,1,0,local police
male,,10,22,1,0,local police
male,75.0,10,49,1,0,local police
male,,17,29,0,0,local police
male,,17,19,0,0,local police
male,,15,58,1,0,local police
male,,5,37,1,0,state police
female,,10,31,1,0,local police
female,75.0,10,37,1,0,local police
female,,17,35,0,0,local police
female,175.0,20,24,1,0,state police
female,,15,51,0,0,local police
male,,21,63,1,0,local police
male,75.0,25,39,1,0,state police
female,75.0,20,24,1,0,state police
male,75.0,25,54,1,0,state police
male,,18,18,0,0,local police
male,,15,35,1,1,local police
female,,18,31,1,0,local police
female,,15,38,1,0,local police
female,,10,19,1,0,local police
male,75.0,10,38,1,0,local police
male,,15,30,1,1,local police
male,75.0,10,52,1,0,local police
female,,15,34,1,0,local police
male,,10,19,1,0,state police
male,,13,35,0,0,local police
female,,15,29,1,0,local police
female,,15,78,1,0,local police
female,,16,54,1,0,local police
female,,15,32,1,0,local police
female,,26,41,1,0,local police
female,,16,24,1,0,local police
female,75.0,23,28,1,0,local police
female,75.0,15,31,1,0,local police
female,,10,26,1,0,local police
female,75.0,10,21,1,0,local police
male,,5,31,1,0,state police
male,,10,30,1,0,local police
female,75.0,28,28,1,0,state police
male,,10,45,0,0,local police
male,75.0,10,57,1,0,local police
male,,20,34,0,0,local police
female,,17,35,0,0,local police
male,,9,36,1,1,state police
male,75.0,10,20,1,0,local police
male,75.0,10,49,1,1,local police
female,,10,41,1,0,local police
male,,16,30,1,0,local police
male,75.0,27,24,1,0,local police
male,75.0,17,30,1,1,local police
male,105.0,13,40,1,0,state police
female,,17,41,1,0,local police
female,75.0,10,36,1,0,local police
female,75.0,10,66,1,0,local police
female,175.0,20,23,1,0,state police
female,75.0,10,33,1,0,local police
female,75.0,10,28,1,0,local police
male,,16,63,1,0,local police
female,,16,74,0,0,local police
female,75.0,10,45,1,0,local police
female,,15,29,1,0,local police
male,75.0,15,31,1,1,state police
male,,14,34,1,0,local police
male,,19,39,0,0,local police
male,,15,52,0,0,local police
male,125.0,15,54,1,1,state police
male,,15,31,0,0,local police
male,75.0,25,54,1,0,state police
male,,16,53,1,0,local police
male,,5,29,1,0,state police
male,75.0,10,54,1,0,local police
male,,18,45,0,0,local police
male,,17,21,0,0,local police
male,,5,21,1,0,state police
female,75.0,10,43,1,0,local police
female,,25,45,1,0,local police
male,,16,61,1,0,local police
female,125.0,15,21,1,0,state police
male,,20,28,0,0,local police
female,,20,48,1,0,local police
male,,13,50,1,0,local police
female,,22,42,0,0,local police
male,,10,43,0,0,local police
male,,15,21,1,0,local police
male,,16,44,0,0,local police
female,,15,37,1,0,local police
male,,20,38,1,1,local police
female,,15,42,1,0,local police
female,75.0,10,33,1,1,local police
male,,16,35,1,0,local police
female,,20,28,1,1,local police
male,75.0,10,39,1,0,local police
male,,15,22,0,0,local police
female,,15,43,1,0,local police
male,75.0,24,36,1,0,state police
female,125.0,15,43,0,0,state police
female,75.0,10,57,1,0,local police
male,75.0,24,22,1,0,state police
male,75.0,10,56,1,0,local police
male,,20,63,1,0,local police
male,75.0,10,24,1,0,local police
female,75.0,10,47,1,0,local police
female,125.0,15,31,1,0,state police
male,,20,49,1,0,local police
female,,10,35,1,0,local police
female,75.0,10,53,1,0,local police
female,,18,32,0,0,local police
male,,5,27,1,0,state police
female,,10,18,0,0,local police
male,75.0,24,21,1,0,local police
female,,15,20,0,0,local police
male,75.0,10,53,1,0,local police
male,125.0,15,56,1,0,state police
male,,22,56,0,0,local police
female,75.0,10,31,1,0,local police
male,75.0,15,36,0,0,local police
male,145.0,17,30,1,0,state police
female,,17,47,1,0,local police
female,,10,34,0,0,local police
male,75.0,10,26,1,0,local police
male,225.0,25,46,1,0,state police
female,,17,28,0,0,local police
male,75.0,10,51,1,0,local police
male,75.0,10,22,1,0,local police
female,75.0,10,27,1,0,local police
female,,15,27,1,0,local police
female,75.0,10,39,1,0,local police
male,75.0,25,30,1,0,state police
male,75.0,10,48,1,0,local police
female,,19,29,1,0,local police
male,,15,47,1,0,local police
male,,15,39,0,0,local police
female,,18,30,1,0,local police
male,325.0,35,22,0,0,local police
female,,15,38,0,0,local police
male,,19,35,1,1,local police
male,,16,43,1,0,local police
female,125.0,15,19,1,0,state police
male,75.0,10,33,1,0,local police
female,75.0,15,18,0,0,local police
male,165.0,19,24,1,0,local police
male,,25,34,0,0,local police
male,75.0,21,29,1,0,state police
male,,19,18,0,0,local police
male,,20,79,1,0,local police
male,,18,58,1,0,local police
male,,10,37,0,0,local police
male,75.0,10,33,1,0,state police
male,75.0,16,18,1,0,local police
female,,15,38,1,0,local police
male,,15,42,1,0,local police
male,75.0,20,20,1,0,state police
male,,15,36,1,0,local police
male,,15,45,1,0,local police
male,,10,35,0,0,local police
female,75.0,10,27,1,0,local police
female,,17,26,1,0,local police
male,,18,60,0,0,local police
male,,17,54,1,0,local police
male,75.0,10,36,1,1,local police
male,,15,57,1,0,local police
male,,20,34,0,0,local police
male,,10,34,1,0,local police
male,,16,57,1,0,local police
male,,17,37,1,0,local police
female,,15,37,1,0,local police
female,,17,19,1,0,local police
female,425.0,45,27,1,0,state police
female,,15,27,1,0,local police
female,,14,29,1,1,local police
female,,17,42,0,0,local police
male,75.0,23,62,1,0,state police
female,,17,42,1,0,local police
male,,18,35,1,0,local police
male,75.0,23,47,1,0,state police
male,,15,43,0,0,local police
female,,17,34,1,0,local police
female,,15,18,1,0,local police
male,,20,34,1,1,local police
male,75.0,22,18,1,0,local police
male,,18,79,1,0,local police
male,,15,55,1,0,local police
male,75.0,20,41,1,0,local police
male,75.0,10,38,1,0,local police
female,75.0,10,53,1,0,local police
male,,15,19,0,0,local police
male,75.0,10,35,1,0,local police
female,165.0,19,26,1,1,state police
female,,15,65,0,0,local police
male,75.0,15,24,1,0,local police
male,425.0,45,18,1,1,state police
male,,18,23,1,1,local police
female,,15,22,1,1,local police
male,75.0,10,50,1,0,state police
female,,16,29,1,0,local police
male,,10,20,1,0,local police
female,75.0,10,22,1,1,state police
male,,18,32,1,0,local police
male,,5,22,1,0,state police
female,,15,62,1,0,local police
male,,19,34,1,0,local police
female,,10,31,1,0,local police
female,,16,22,0,0,local police
female,,10,56,1,0,local police
female,,17,48,1,0,local police
male,75.0,26,61,1,0,state police
female,75.0,23,38,1,0,state police
male,,15,31,1,1,local police
male,75.0,10,55,1,0,local police
male,,10,52,1,0,local police
male,75.0,10,44,1,0,local police
female,,16,24,1,0,local police
male,,10,18,1,1,state police
female,,23,35,0,0,local police
male,,16,54,1,0,local police
male,,17,42,0,0,local police
male,,24,33,1,1,state police
female,,20,48,1,0,local police
male,,10,31,1,0,local police
female,,15,19,1,0,local police
female,,18,34,1,0,local police
female,,15,28,1,0,local police
male,75.0,10,18,0,0,local police
female,,10,44,1,0,state police
female,,10,36,0,0,local police
male,75.0,10,51,1,0,local police
male,,15,35,1,0,local police
female,75.0,10,40,1,1,local police
male,75.0,10,26,1,0,state police
male,,10,24,0,0,local police
male,75.0,10,29,0,0,local police
male,175.0,20,29,1,0,state police
male,75.0,10,28,1,0,state police
male,100.0,28,29,1,0,state police
male,,10,32,0,0,local police
male,75.0,10,42,0,0,local police
female,,17,76,1,0,local police
male,,18,54,1,0,local police
female,,21,31,1,0,local police
male,150.0,25,24,1,0,state police
male,75.0,10,57,1,0,local police
male,75.0,10,20,1,0,local police
male,195.0,22,31,1,0,state police
male,,10,55,1,1,local police
male,125.0,25,28,1,1,state police
female,75.0,22,34,1,0,state police
male,75.0,15,47,1,0,local police
male,,20,51,1,0,local police
female,75.0,15,19,1,0,local police
female,,15,55,1,0,local police
male,,16,66,0,0,local police
female,75.0,15,30,1,1,local police
female,,18,38,0,0,local police
male,,16,66,1,0,local police
female,,15,34,0,0,local police
male,75.0,10,46,1,0,local police
male,,16,26,1,0,local police
female,75.0,15,20,1,0,local police
female,,17,24,1,0,local police
male,175.0,20,45,1,0,state police
male,,16,37,1,0,local police
female,,15,18,0,0,local police
male,75.0,10,21,1,0,local police
male,125.0,15,49,1,0,state police
female,,16,50,1,0,local police
male,75.0,10,23,1,0,local police
male,50.0,18,36,1,0,state police
male,,20,38,0,0,local police
female,75.0,10,22,1,0,local police
male,,16,36,0,0,local police
male,,21,24,1,0,local police
female,75.0,10,18,0,0,local police
female,75.0,10,51,1,0,local police
male,,15,18,0,0,local police
male,,15,41,1,0,local police
male,75.0,15,32,1,0,state police
male,75.0,25,34,0,0,local police
female,75.0,15,41,1,0,local police
female,,21,34,1,0,local police
male,,20,69,1,0,local police
female,,21,62,1,0,local police
male,,15,40,1,0,local police
male,,15,24,0,0,local police
male,75.0,15,19,0,0,local police
male,,15,24,1,0,local police
female,,14,65,1,0,local police
female,,20,37,1,0,local police
female,75.0,20,55,1,1,local police
female,,19,51,0,0,local police
male,75.0,15,23,1,0,state police
female,200.0,25,30,1,0,state police
female,,16,60,1,0,local police
male,,10,26,1,0,local police
male,,18,32,1,0,local police
male,,19,22,1,0,local police
female,75.0,15,31,1,0,local police
male,175.0,20,29,1,0,state police
female,,19,21,1,0,local police
female,,17,24,0,0,local police
male,135.0,16,36,1,0,local police
male,225.0,25,48,1,0,local police
male,,14,43,1,0,local police
female,,16,36,1,0,local police
female,,17,61,0,0,local police
female,145.0,17,55,1,0,local police
female,,18,29,1,0,local police
male,,14,40,1,0,local police
male,,14,34,1,0,local police
male,,12,50,1,0,local police
male,,13,53,1,0,local police
female,,18,38,1,0,local police
male,165.0,19,31,1,0,local police
male,95.0,12,38,1,0,local police
male,,11,63,1,0,local police
male,,17,56,1,0,local police
male,,19,38,1,0,local police
male,,13,44,1,0,local police
male,,17,32,1,0,local police
male,,16,36,1,0,local police
male,135.0,16,62,0,0,local police
male,,15,45,1,0,local police
male,,20,39,1,0,local police
male,,19,40,0,0,local police
male,,15,38,1,0,local police
male,,15,45,1,1,local police
male,,15,35,1,0,local police
female,,15,38,1,0,local police
male,,23,48,1,0,local police
female,,10,18,0,0,local police
male,75.0,20,47,1,0,local police
male,145.0,17,21,1,0,local police
male,,13,26,1,0,local police
male,125.0,15,31,1,0,local police
male,,15,38,1,0,local police
male,145.0,17,58,1,0,local police
male,135.0,16,48,1,0,local police
male,,22,43,1,0,local police
male,,14,53,1,0,local police
female,75.0,22,37,1,0,local police
male,,16,19,1,0,local police
female,,15,51,1,0,local police
female,,15,29,1,0,local police
male,,14,23,1,0,local police
female,,19,36,1,0,local police
male,,12,19,1,0,local police
female,,16,55,0,0,local police
female,,13,55,1,0,local police
male,,11,22,1,0,local police
male,,11,18,1,0,local police
male,185.0,21,57,1,0,local police
female,135.0,16,38,1,0,local police
male,,15,42,1,0,local police
male,,11,19,0,0,local police
male,,20,18,1,0,local police
male,,10,39,1,0,local police
male,,15,19,1,0,local police
male,,10,39,1,0,local police
female,,10,31,1,0,local police
female,,13,58,1,0,local police
female,,10,57,1,0,local police
male,,5,30,1,0,local police
male,75.0,25,17,0,0,local police
male,,5,30,1,0,local police
female,,10,31,1,0,local police
male,,5,27,1,0,local police
male,,10,29,1,0,local police
female,,10,51,0,0,local police
male,,10,29,1,0,local police
male,,10,30,0,0,local police
male,,23,31,1,0,local police
male,,10,33,1,0,local police
male,,10,26,1,0,local police
female,,20,28,0,0,local police
male,,10,24,1,0,local police
female,,10,30,1,0,local police
male,,10,55,1,0,local police
male,125.0,15,21,1,0,state police
female,,9,23,1,0,state police
male,,10,37,0,0,local police
female,,22,48,1,0,local police
female,,5,25,1,1,local police
male,,15,31,1,1,local police
female,195.0,22,25,1,1,state police
female,95.0,12,29,1,1,local police
male,,12,47,1,1,state police
female,,15,18,1,1,local police
female,,10,35,1,0,state police
male,,9,55,1,0,state police
male,,10,30,1,0,state police
male,155.0,18,56,1,0,local police
male,,15,45,1,0,local police
male,,10,33,1,0,local police
male,75.0,9,30,1,0,local police
male,,15,55,1,0,local police
male,,10,38,1,0,local police
female,,14,28,1,0,local police
male,,13,32,1,1,local police
female,,11,41,1,0,local police
male,125.0,21,35,1,0,local police
male,,11,23,1,0,local police
male,,11,19,1,0,local police
male,,15,19,1,0,state police
male,,13,46,1,1,local police
male,,13,21,1,0,state police
female,,15,28,1,0,state police
male,135.0,16,23,1,0,state police
male,,15,41,1,1,local police
male,,15,24,1,0,local police
male,185.0,21,35,1,1,state police
female,,11,60,1,0,state police
female,,11,20,1,0,local police
female,,16,38,1,0,local police
male,,13,25,1,0,local police
female,,15,27,1,0,local police
female,,13,37,1,0,local police
female,,10,50,1,0,state police
female,,10,27,1,0,local police
male,,10,54,1,0,local police
male,,14,70,1,0,local police
male,,12,42,1,0,local police
male,50.0,10,42,1,1,state police
male,125.0,15,40,1,0,state police
male,135.0,16,45,1,0,state police
male,115.0,14,51,1,1,local police
female,100.0,15,35,1,0,local police
female,165.0,19,46,1,1,state police
male,155.0,18,36,1,0,state police
female,175.0,20,33,1,1,state police
female,145.0,17,41,1,0,local police
male,125.0,15,27,1,0,state police
male,185.0,21,47,1,0,state police
male,175.0,20,40,1,0,state police
female,145.0,17,61,1,0,state police
female,260.0,31,28,1,1,state police
male,125.0,15,29,1,1,state police
male,175.0,20,49,1,0,state police
female,,19,19,1,1,state police
male,75.0,21,20,0,0,local police
female,255.0,28,25,1,0,state police
male,160.0,21,20,1,0,state police
male,155.0,18,31,1,1,state police
female,165.0,19,42,1,0,state police
male,,10,41,0,0,local police
male,195.0,22,31,1,0,state police
male,,13,20,0,0,local police
female,155.0,23,32,0,0,local police
female,125.0,15,23,1,1,local police
male,145.0,17,38,1,0,state police
female,75.0,10,56,0,0,state police
male,,10,31,0,0,local police
female,125.0,15,52,1,0,state police
female,75.0,10,50,0,0,state police
female,,19,25,1,0,state police
female,,10,47,0,0,local police
female,145.0,17,31,0,0,local police
female,,10,20,0,0,local police
female,100.0,20,32,1,0,state police
male,215.0,24,29,1,1,state police
female,75.0,10,32,1,1,state police
male,,10,17,1,0,local police
male,,9,37,1,1,state police
female,175.0,20,53,1,1,state police
male,,16,33,1,0,state police
male,50.0,10,23,0,0,local police
female,185.0,21,21,1,0,state police
male,,9,75,1,0,state police
male,,15,38,0,0,local police
male,175.0,20,63,1,0,state police
male,135.0,16,34,1,0,local police
male,100.0,15,17,0,0,local police
female,,10,45,1,0,local police
female,75.0,10,53,1,0,state police
male,225.0,25,33,1,1,local police
male,205.0,23,35,1,0,state police
male,125.0,15,74,1,0,state police
male,125.0,15,41,1,0,state police
male,305.0,33,36,1,0,local police
female,75.0,10,59,1,0,state police
male,125.0,15,53,1,1,state police
male,145.0,27,39,1,1,state police
male,125.0,15,26,1,0,state police
male,75.0,10,63,1,0,state police
male,165.0,19,28,1,0,state police
male,210.0,26,34,1,1,state police
male,165.0,19,30,1,1,state police
male,145.0,17,47,1,0,state police
male,175.0,20,38,1,1,state police
male,125.0,15,75,1,0,state police
male,125.0,15,25,1,1,state police
male,,10,36,1,0,local police
female,75.0,10,21,1,1,state police
female,165.0,19,19,1,0,state police
male,165.0,19,28,1,0,state police
female,,15,22,1,0,local police
male,165.0,19,30,1,1,state police
male,275.0,30,22,1,0,state police
male,50.0,10,21,1,0,state police
male,75.0,19,24,1,1,state police
female,125.0,15,51,0,0,state police
male,75.0,10,47,1,1,state police
male,,9,44,0,0,state police
male,185.0,21,19,1,0,state police
male,180.0,23,29,1,0,state police
male,,9,27,1,0,state police
female,205.0,23,29,1,0,state police
male,185.0,21,35,1,1,state police
female,135.0,16,41,1,0,state police
male,125.0,15,53,1,1,state police
male,125.0,15,32,1,0,state police
male,140.0,19,31,1,1,state police
male,,13,42,1,0,local police
female,125.0,15,23,1,1,state police
female,155.0,18,26,1,1,state police
female,75.0,10,41,1,0,state police
male,125.0,15,49,1,0,state police
female,175.0,20,27,1,0,state police
male,175.0,20,20,0,0,local police
male,205.0,33,24,1,0,local police
male,230.0,28,18,1,0,state police
male,275.0,30,32,1,0,state police
male,145.0,17,60,1,1,state police
male,,9,19,1,0,state police
male,,15,30,1,0,local police
female,205.0,23,34,1,0,state police
male,,15,76,1,1,state police
male,,15,39,1,1,state police
female,205.0,23,49,1,1,state police
male,190.0,24,24,1,0,state police
male,75.0,24,51,1,0,state police
male,160.0,21,29,1,1,state police
female,75.0,20,34,1,0,state police
male,125.0,15,40,1,0,state police
male,135.0,16,49,1,0,state police
male,,10,51,1,0,local police
female,145.0,17,32,1,0,local police
female,195.0,22,21,1,1,state police
female,,15,25,1,0,local police
female,75.0,20,40,1,1,state police
female,75.0,10,24,1,1,state police
male,195.0,22,33,1,1,state police
male,145.0,17,51,1,1,state police
female,165.0,19,36,1,0,local police
male,155.0,18,24,1,0,state police
male,135.0,16,30,1,0,local police
male,375.0,40,19,1,0,state police
male,125.0,15,21,1,0,state police
male,,9,35,0,0,state police
male,225.0,25,23,1,0,state police
male,75.0,19,34,1,1,state police
female,135.0,16,25,1,1,state police
male,245.0,27,55,1,1,state police
male,,21,56,1,1,local police
female,50.0,20,20,1,0,state police
male,125.0,15,19,0,0,local police
female,,10,48,1,0,state police
male,245.0,27,29,1,0,state police
male,110.0,16,25,1,1,state police
male,165.0,19,42,1,0,local police
male,165.0,19,50,1,1,state police
male,150.0,20,20,1,1,state police
male,165.0,20,22,1,0,state police
male,125.0,15,49,1,1,state police
male,125.0,15,33,1,0,state police
male,75.0,10,39,1,1,state police
male,145.0,17,53,1,0,state police
female,135.0,16,30,1,1,state police
male,125.0,15,27,1,0,state police
male,165.0,19,52,1,0,state police
male,275.0,30,21,1,1,state police
male,175.0,20,47,1,1,state police
male,,14,50,1,0,local police
female,155.0,18,36,1,0,state police
male,175.0,20,24,1,0,state police
male,125.0,15,21,1,0,local police
male,100.0,15,31,1,0,local police
female,,15,26,0,0,local police
female,75.0,10,39,0,0,state police
male,145.0,17,24,1,0,state police
female,75.0,10,61,1,0,state police
male,245.0,27,45,1,0,state police
female,200.0,25,39,0,0,local police
male,125.0,15,37,1,0,state police
male,160.0,21,34,1,1,state police
male,,15,24,1,0,state police
male,175.0,20,62,1,0,state police
male,175.0,20,26,1,0,state police
male,125.0,15,40,1,0,state police
male,155.0,18,24,1,0,state police
male,135.0,16,21,1,0,state police
female,,10,38,1,0,local police
male,210.0,26,21,1,1,state police
male,75.0,15,25,1,0,state police
female,75.0,10,18,1,0,state police
male,135.0,16,43,1,1,state police
female,75.0,21,29,1,0,state police
female,,9,30,1,0,state police
female,,19,48,1,0,local police
female,125.0,15,28,1,0,state police
male,75.0,17,30,1,0,local police
female,135.0,16,47,1,0,state police
male,195.0,22,24,1,0,local police
male,175.0,20,22,1,0,state police
female,155.0,18,24,1,0,state police
female,125.0,15,31,0,0,state police
male,,16,22,1,0,local police
male,,20,51,0,0,local police
male,75.0,18,45,1,0,local police
male,100.0,21,42,1,0,state police
female,125.0,15,36,1,0,state police
male,125.0,15,37,1,1,state police
male,125.0,15,50,1,1,state police
male,100.0,21,28,1,0,state police
male,,9,66,0,0,state police
male,175.0,20,27,1,1,state police
female,,10,20,1,0,local police
male,125.0,15,38,1,0,state police
female,125.0,15,49,0,0,state police
male,125.0,15,56,1,1,state police
male,155.0,18,27,1,0,state police
male,85.0,19,30,1,0,local police
male,265.0,29,21,0,0,state police
male,,23,27,1,0,local police
male,75.0,10,51,1,0,state police
male,125.0,15,34,1,0,state police
male,,15,67,1,1,state police
female,,10,39,0,0,local police
male,,10,48,1,0,local police
female,,13,38,0,0,local police
female,,19,38,1,0,local police
female,130.0,18,21,1,1,state police
female,125.0,15,22,1,0,state police
male,205.0,23,23,1,0,local police
female,,10,52,1,0,local police
male,,10,17,0,0,local police
male,100.0,20,30,1,0,state police
male,75.0,23,21,1,0,state police
female,,10,52,0,0,local police
male,225.0,25,21,1,1,state police
male,155.0,18,22,1,0,state police
female,,15,31,1,0,local police
male,,10,19,1,0,local police
female,,14,31,1,0,local police
female,,10,38,1,0,local police
female,125.0,15,42,1,0,state police
male,75.0,15,32,1,0,state police
male,75.0,21,21,1,0,state police
female,,15,36,1,0,local police
male,245.0,27,43,1,0,local police
male,105.0,23,39,1,1,state police
male,185.0,21,23,1,1,state police
male,,14,79,1,0,local police
male,75.0,10,35,1,0,state police
male,125.0,15,66,1,1,state police
female,,10,26,1,0,local police
male,75.0,10,53,0,0,state police
male,,16,82,1,0,state police
male,125.0,15,43,1,1,state police
male,145.0,17,24,1,0,state police
male,215.0,24,28,1,0,local police
female,50.0,10,36,1,0,state police
male,150.0,20,29,1,0,state police
male,,14,25,1,0,local police
female,215.0,24,21,1,0,state police
female,75.0,10,20,1,1,state police
female,,19,52,0,0,local police
female,100.0,15,35,1,0,state police
female,145.0,17,55,1,1,state police
male,100.0,15,18,1,0,local police
male,,9,21,1,0,state police
female,75.0,14,41,1,0,state police
female,,10,18,1,0,local police
male,145.0,17,24,1,1,state police
male,125.0,15,36,1,0,state police
female,150.0,20,31,1,1,state police
male,175.0,20,26,1,0,state police
female,75.0,10,63,1,0,state police
female,75.0,10,21,1,0,state police
female,125.0,15,42,1,0,local police
female,,14,39,1,1,local police
male,205.0,23,53,0,0,local police
female,175.0,20,49,1,0,state police
male,100.0,15,18,0,0,local police
male,175.0,20,25,1,1,state police
male,75.0,16,27,1,0,local police
male,,14,45,0,0,local police
male,195.0,22,19,1,0,local police
female,75.0,22,28,1,0,local police
male,325.0,35,19,1,0,state police
male,85.0,19,39,1,0,state police
female,150.0,20,23,1,0,state police
female,155.0,18,24,1,0,state police
female,125.0,15,45,1,0,state police
male,75.0,19,30,1,0,local police
male,165.0,19,30,1,0,state police
male,,13,20,1,0,local police
female,125.0,15,35,1,0,state police
female,225.0,25,31,1,0,local police
male,50.0,10,51,1,1,state police
female,75.0,30,33,1,0,local police
male,75.0,10,38,0,0,state police
female,100.0,15,21,1,0,state police
female,,10,39,1,0,local police
female,125.0,15,24,1,0,local police
female,165.0,19,24,1,1,state police
male,165.0,19,66,1,0,local police
female,175.0,20,66,1,0,state police
male,225.0,25,54,1,0,state police
male,165.0,19,21,1,0,local police
male,75.0,10,26,1,0,state police
male,145.0,17,30,1,1,state police
male,75.0,10,18,1,0,state police
male,195.0,22,56,1,0,state police
male,75.0,10,61,1,0,state police
male,225.0,25,31,1,1,state police
male,75.0,5,58,1,1,state police
female,175.0,20,58,1,1,state police
male,125.0,15,72,1,0,state police
female,160.0,21,25,1,0,state police
male,175.0,20,19,1,0,local police
female,75.0,18,27,1,0,local police
male,255.0,28,39,1,1,state police
male,,12,29,1,0,local police
female,75.0,22,23,1,1,state police
female,155.0,18,28,1,0,local police
female,155.0,18,26,1,0,local police
male,75.0,10,37,0,0,state police
female,135.0,16,38,1,0,state police
male,75.0,10,19,0,0,state police
male,,15,50,1,1,state police
male,150.0,20,30,1,0,state police
male,,16,20,1,0,local police
male,135.0,16,74,1,0,state police
male,75.0,15,19,1,0,state police
female,75.0,15,31,1,0,state police
female,165.0,19,43,1,1,state police
male,145.0,27,46,1,0,local police
male,75.0,10,40,1,1,state police
male,185.0,21,19,0,0,local police
female,,10,57,1,1,state police
male,75.0,10,54,1,0,state police
male,,15,72,1,1,local police
male,75.0,20,42,1,0,state police
female,75.0,22,17,0,0,local police
female,,10,36,1,0,local police
male,325.0,35,24,1,1,state police
female,125.0,15,45,0,0,state police
female,175.0,20,30,1,0,state police
male,75.0,10,46,0,0,state police
female,165.0,19,35,1,1,state police
female,75.0,15,48,0,0,local police
female,,15,38,0,0,local police
male,225.0,25,21,1,0,local police
male,,10,26,1,0,local police
male,275.0,30,60,1,0,local police
female,,15,35,0,0,local police
male,175.0,20,30,1,0,state police
male,75.0,15,43,0,0,state police
male,100.0,17,41,1,1,state police
female,275.0,30,25,1,0,local police
male,185.0,21,63,1,1,state police
male,175.0,20,21,1,0,local police
male,185.0,21,32,1,0,state police
male,,9,78,1,0,state police
female,,9,26,1,0,state police
male,135.0,16,40,1,1,state police
female,135.0,16,24,1,0,local police
male,155.0,18,22,1,1,state police
male,,10,29,1,0,local police
female,,8,72,0,0,state police
male,205.0,23,31,1,1,state police
male,170.0,22,55,1,0,state police
male,75.0,10,40,1,1,state police
male,50.0,24,21,1,0,state police
male,185.0,21,23,1,0,local police
male,125.0,15,66,1,1,local police
male,110.0,16,31,1,1,state police
male,,25,25,1,0,local police
female,,5,20,1,1,state police
female,75.0,10,31,1,0,state police
male,125.0,15,23,1,0,state police
male,50.0,10,30,1,1,state police
female,,10,61,1,1,state police
female,,9,47,1,0,state police
male,125.0,15,30,1,0,local police
female,125.0,24,20,1,1,state police
male,155.0,18,55,1,0,state police
female,175.0,20,34,1,1,state police
female,75.0,15,39,0,0,state police
male,135.0,16,69,1,0,state police
female,75.0,20,19,1,0,state police
male,100.0,15,37,1,0,local police
male,75.0,10,23,1,1,state police
male,135.0,16,19,1,1,state police
male,75.0,15,60,1,0,local police
male,155.0,18,27,1,0,state police
male,145.0,17,24,1,1,state police
male,,9,40,1,1,state police
male,,25,37,1,0,local police
male,75.0,10,21,1,0,state police
female,75.0,16,39,1,0,local police
male,245.0,27,33,1,1,state police
male,225.0,25,35,1,1,state police
female,75.0,10,32,1,0,state police
male,,19,76,1,0,local police
male,,10,46,1,0,local police
male,75.0,15,20,0,0,local police
male,75.0,10,41,1,0,state police
female,75.0,15,29,1,0,state police
male,125.0,20,42,1,1,state police
male,165.0,19,50,1,0,state police
female,75.0,16,25,1,1,state police
male,125.0,15,19,1,0,state police
female,75.0,15,20,1,1,state police
female,175.0,20,29,1,0,state police
male,145.0,17,42,1,0,state police
male,125.0,25,35,1,0,state police
female,75.0,20,41,1,0,state police
female,245.0,27,33,1,0,state police
male,155.0,18,55,1,0,state police
male,115.0,14,51,1,1,state police
male,,10,55,1,1,state police
female,,10,26,1,0,local police
male,,5,50,1,0,state police
male,75.0,20,22,1,1,state police
female,,10,44,1,0,local police
male,155.0,18,31,1,0,state police
male,75.0,20,19,1,0,state police
